id,department,classification,municipality,municipalCapital,latitude,longitude,altitude,northCoordinate,eastCoordinate,origin
751,META,MUNICIPIO,MAPIRIPÁN,MAPIRIPAN,N 2°53'18{COM},W72° 9' 7{COM},200,810885,880913,ESTE
752,META,MUNICIPIO,MESETAS,MESETAS,N 3°23'21{COM},W74° 3'17{COM},827,866210,1002911,BOGOTA
753,META,MUNICIPIO,PUERTO CONCORDIA,PUERTO CONCORDIA,N 2°41'25{COM},W72°45'33{COM},200,789008,1146994,BOGOTA
754,META,MUNICIPIO,PUERTO GAITÁN,PUERTO GAITAN,N 4°18'52{COM},W72° 4'57{COM},149,968601,888808,ESTE
755,META,MUNICIPIO,PUERTO LLERAS,PUERTO LLERAS,N 3°16'21{COM},W73°22'50{COM},240,853337,1077843,BOGOTA
756,META,MUNICIPIO,PUERTO LÓPEZ,PUERTO LOPEZ,N 4° 5'14{COM},W72°57'30{COM},184,943488,1124663,BOGOTA
757,META,MUNICIPIO,PUERTO RICO,PUERTO RICO,N 2°56'27{COM},W73°12'58{COM},200,816671,1096151,BOGOTA
758,META,MUNICIPIO,RESTREPO,RESTREPO,N 4°15'51{COM},W73°34' 3{COM},488,962987,1056999,BOGOTA
759,META,MUNICIPIO,SAN CARLOS DE GUAROA,SAN CARLOS DE GUAROA,N 3°42'45{COM},W73°14'54{COM},230,902008,1092496,BOGOTA
760,META,MUNICIPIO,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,N 3°22' 9{COM},W73°52' 5{COM},648,864001,1023656,BOGOTA
761,META,MUNICIPIO,SAN JUANITO,SAN JUANITO,N 4°27'35{COM},W73°40'45{COM},1950,984605,1044590,BOGOTA
762,META,MUNICIPIO,SAN MARTÍN,SAN MARTIN,N 3°41'54{COM},W73°42' 4{COM},421,900407,1042194,BOGOTA
763,META,MUNICIPIO,URIBE,URIBE,N 3°14'49{COM},W74°20'57{COM},1000,850487,970185,BOGOTA
764,META,MUNICIPIO,VISTAHERMOSA,VISTAHERMOSA,N 3° 7'12{COM},W73°44'53{COM},390,836452,1037001,BOGOTA
765,NARIÑO,MUNICIPIO,PASTO,PASTO,N 1°12'49{COM},W77°16'53{COM},2559,625644,977688,OESTE
766,NARIÑO,MUNICIPIO,ALBÁN,SAN JOSE,N 1°28'38{COM},W77° 5' 6{COM},1700,654792,999546,OESTE
767,NARIÑO,MUNICIPIO,ALDANA,ALDANA,N 0°53'10{COM},W77°42'13{COM},3013,589435,930686,OESTE
768,NARIÑO,MUNICIPIO,ANCUYA,ANCUYA,N 1°15'56{COM},W77°31' 3{COM},1375,631391,951409,OESTE
769,NARIÑO,MUNICIPIO,ARBOLEDA,BERRUECOS,N 1°30'24{COM},W77° 8'22{COM},2000,658048,993487,OESTE
770,NARIÑO,MUNICIPIO,BARBACOAS,BARBACOAS,N 1°40'24{COM},W78° 8' 6{COM},24,676509,882698,OESTE
771,NARIÑO,MUNICIPIO,BELÉN,BELEN,N 1°35'50{COM},W77° 1' 3{COM},2450,668061,1007057,OESTE
772,NARIÑO,MUNICIPIO,BUESACO,BUESACO,N 1°23' 8{COM},W77° 9'36{COM},1960,644656,991199,OESTE
773,NARIÑO,MUNICIPIO,CHACHAGÜÍ,CHACHAGÜI,N 1°21'49{COM},W77°17' 9{COM},1961,642230,977194,OESTE
774,NARIÑO,MUNICIPIO,COLÓN,GENOVA,N 1°38'45{COM},W77° 1'16{COM},1750,673437,1006655,OESTE
775,NARIÑO,MUNICIPIO,CONSACÁ,CONSACA,N 1°12'39{COM},W77°28' 9{COM},1675,625339,956788,OESTE
776,NARIÑO,MUNICIPIO,CONTADERO,CONTADERO,N 0°54'37{COM},W77°33' 3{COM},2900,592105,947693,OESTE
777,NARIÑO,MUNICIPIO,CÓRDOBA,CORDOBA,N 0°51'18{COM},W77°31'16{COM},2800,585992,951001,OESTE
778,NARIÑO,MUNICIPIO,CUASPUD,CARLOSAMA,N 0°51'56{COM},W77°43'46{COM},3050,587163,927810,OESTE
779,NARIÑO,MUNICIPIO,CUMBAL,CUMBAL,N 0°54'43{COM},W77°47'42{COM},3100,592294,920513,OESTE
780,NARIÑO,MUNICIPIO,CUMBITARA,CUMBITARA,N 1°39' 5{COM},W77°34'56{COM},1675,674058,944215,OESTE
781,NARIÑO,MUNICIPIO,EL CHARCO,EL CHARCO,N 2°28'49{COM},W78° 6'49{COM},2,765752,885137,OESTE
782,NARIÑO,MUNICIPIO,EL PEÑOL,EL PEÑOL,N 1°27'28{COM},W77°26'42{COM},1650,652645,959482,OESTE
783,NARIÑO,MUNICIPIO,EL ROSARIO,EL ROSARIO,N 1°44'51{COM},W77°20'20{COM},1500,684680,971295,OESTE
784,NARIÑO,MUNICIPIO,EL TABLÓN,EL TABLON,N 1°25'46{COM},W77° 6' 2{COM},1025,649509,997814,OESTE
785,NARIÑO,MUNICIPIO,EL TAMBO,EL TAMBO,N 1°24'52{COM},W77°23'60{COM},2200,647853,964489,OESTE
786,NARIÑO,MUNICIPIO,FRANCISCO PIZARRO,SALAHONDA,N 2° 2'27{COM},W78°39'46{COM},1,717184,1157789,OESTE-OESTE
787,NARIÑO,MUNICIPIO,FUNES,FUNES,N 1° 0' 1{COM},W77°27' 1{COM},2350,602056,958887,OESTE
788,NARIÑO,MUNICIPIO,GUACHUCAL,GUACHUCAL,N 0°57'49{COM},W77°44' 4{COM},3087,598006,927255,OESTE
789,NARIÑO,MUNICIPIO,GUAITARILLA,GUAITARILLA,N 1° 8' 1{COM},W77°33'11{COM},2650,616801,947449,OESTE
790,NARIÑO,MUNICIPIO,GUALMATÁN,GUALMATAN,N 0°55'21{COM},W77°34'12{COM},2900,593457,945560,OESTE
791,NARIÑO,MUNICIPIO,ILES,ILES,N 0°58'23{COM},W77°31'29{COM},2950,599047,950600,OESTE
792,NARIÑO,MUNICIPIO,IMUÉS,IMUES,N 1° 3'37{COM},W77°30'11{COM},2600,608691,953013,OESTE
793,NARIÑO,MUNICIPIO,IPIALES,IPIALES,N 0°49'44{COM},W77°38'34{COM},2897,583106,937457,OESTE
794,NARIÑO,MUNICIPIO,LA CRUZ,LA CRUZ,N 1°36'17{COM},W76°58'28{COM},2500,668891,1011848,OESTE
795,NARIÑO,MUNICIPIO,LA FLORIDA,LA FLORIDA,N 1°18' 7{COM},W77°24'38{COM},2150,635413,963313,OESTE
796,NARIÑO,MUNICIPIO,LA LLANADA,LA LLANADA,N 1°28'40{COM},W77°35' 3{COM},2300,654860,943994,OESTE
797,NARIÑO,MUNICIPIO,LA TOLA,LA TOLA,N 2°24'17{COM},W78°11'36{COM},5,757402,876262,OESTE
798,NARIÑO,MUNICIPIO,LA UNIÓN,LA UNION,N 1°36'25{COM},W77° 8' 9{COM},1727,669136,993889,OESTE
799,NARIÑO,MUNICIPIO,LEIVA,LEIVA,N 1°56'14{COM},W77°18'32{COM},1500,705659,974636,OESTE
800,NARIÑO,MUNICIPIO,LINARES,LINARES,N 1°21' 9{COM},W77°31'34{COM},1450,641005,950452,OESTE
801,NARIÑO,MUNICIPIO,LOS ANDES,SOTOMAYOR,N 1°29'45{COM},W77°31'28{COM},1550,656855,950641,OESTE
802,NARIÑO,MUNICIPIO,MAGÜÍ,PAYAN,N 1°45' 4{COM},W78°12'18{COM},23,685115,874913,OESTE
803,NARIÑO,MUNICIPIO,MALLAMA,PIEDRANCHA,N 1° 8' 7{COM},W77°50'53{COM},1809,616993,914613,OESTE
804,NARIÑO,MUNICIPIO,MOSQUERA,MOSQUERA,N 2°30'40{COM},W78°27'14{COM},8,769196,847287,OESTE
805,NARIÑO,MUNICIPIO,NARIÑO,NARIÑO,N 1°17'32{COM},W77°21'42{COM},2400,634337,968754,OESTE
806,NARIÑO,MUNICIPIO,OLAYA HERRERA,BOCAS DE SATINGA,N 2°21' 2{COM},W78°19'47{COM},0,751425,861083,OESTE
807,NARIÑO,MUNICIPIO,OSPINA,OSPINA,N 1° 3'44{COM},W77°34'12{COM},2830,608907,945562,OESTE
808,NARIÑO,MUNICIPIO,POLICARPA,POLICARPA,N 1°37'55{COM},W77°27'49{COM},1000,671905,957414,OESTE
809,NARIÑO,MUNICIPIO,POTOSÍ,POTOSI,N 0°48'34{COM},W77°34'33{COM},2750,580955,944909,OESTE
810,NARIÑO,MUNICIPIO,PROVIDENCIA,PROVIDENCIA,N 1°14'33{COM},W77°36' 4{COM},2300,628843,942103,OESTE
811,NARIÑO,MUNICIPIO,PUERRES,PUERRES,N 0°53' 9{COM},W77°30'26{COM},2800,589401,952547,OESTE
812,NARIÑO,MUNICIPIO,PUPIALES,PUPIALES,N 0°52'22{COM},W77°38'34{COM},2900,587960,937458,OESTE
813,NARIÑO,MUNICIPIO,RICAURTE,RICAURTE,N 1° 6'42{COM},W78° 1'37{COM},1181,614387,894699,OESTE
814,NARIÑO,MUNICIPIO,ROBERTO PAYÁN,SAN JOSE,N 1°41'20{COM},W78°16' 1{COM},69,678238,868014,OESTE
815,NARIÑO,MUNICIPIO,SAMANIEGO,SAMANIEGO,N 1°20'26{COM},W77°35'46{COM},1450,639686,942661,OESTE
816,NARIÑO,MUNICIPIO,SAN BERNARDO,SAN BERNARDO,N 1°30'60{COM},W77° 2'48{COM},2100,659154,1003812,OESTE
817,NARIÑO,MUNICIPIO,SAN LORENZO,SAN LORENZO,N 1°30'19{COM},W77°13' 8{COM},1950,657895,984646,OESTE
818,NARIÑO,MUNICIPIO,SAN PABLO,SAN PABLO,N 1°40'21{COM},W77° 0'50{COM},1750,676385,1007459,OESTE
819,NARIÑO,MUNICIPIO,SAN PEDRO DE CARTAGO,CARTAGO,N 1°33'48{COM},W77° 7' 6{COM},1750,664314,995836,OESTE
820,NARIÑO,MUNICIPIO,SANDONÁ,SANDONA,N 1°17'18{COM},W77°28'26{COM},1800,633909,956263,OESTE
821,NARIÑO,MUNICIPIO,SANTA BÁRBARA,ISCUANDE,N 2°27'13{COM},W77°59' 4{COM},2,762792,899503,OESTE
822,NARIÑO,MUNICIPIO,SANTA CRUZ,GUACHAVES,N 1°13'30{COM},W77°40'49{COM},2500,626910,933291,OESTE
823,NARIÑO,MUNICIPIO,SAPUYES,SAPUYES,N 1° 2'26{COM},W77°37'30{COM},3014,606512,939440,OESTE
824,NARIÑO,MUNICIPIO,TAMINANGO,TAMINANGO,N 1°34'30{COM},W77°17'12{COM},1375,665605,977104,OESTE
825,NARIÑO,MUNICIPIO,TANGUA,TANGUA,N 1° 5'51{COM},W77°23'53{COM},2403,612806,964701,OESTE
826,NARIÑO,MUNICIPIO,TUMACO,TUMACO,N 1°48'40{COM},W78°47' 5{COM},3,691764,1144238,OESTE-OESTE
827,NARIÑO,MUNICIPIO,TÚQUERRES,TUQUERRES,N 1° 5'30{COM},W77°37'22{COM},3051,612164,939688,OESTE
828,NARIÑO,MUNICIPIO,YACUANQUER,YACUANQUER,N 1° 7' 7{COM},W77°24'19{COM},2650,615140,963898,OESTE
829,NORTE DE SANTANDER,MUNICIPIO,CÚCUTA,CUCUTA,N 7°53'47{COM},W72°30'19{COM},325,1364918,842912,ESTE
830,NORTE DE SANTANDER,MUNICIPIO,ÁBREGO,ABREGO,N 8° 4'59{COM},W73°13'27{COM},1395,1385394,1094439,BOGOTA
831,NORTE DE SANTANDER,MUNICIPIO,ARBOLEDAS,ARBOLEDAS,N 7°38'43{COM},W72°48'11{COM},920,1337087,1141012,BOGOTA
832,NORTE DE SANTANDER,MUNICIPIO,BOCHALEMA,BOCHALEMA,N 7°36'52{COM},W72°39' 1{COM},1058,1333729,1157885,BOGOTA
833,NORTE DE SANTANDER,MUNICIPIO,BUCARASICA,BUCARASICA,N 8° 2'39{COM},W72°52'18{COM},1100,1381190,1133312,BOGOTA
834,NORTE DE SANTANDER,MUNICIPIO,CÁCHIRA,CACHIRA,N 7°44'47{COM},W73° 3' 4{COM},2020,1348198,1113609,BOGOTA
835,NORTE DE SANTANDER,MUNICIPIO,CÁCOTA,CACOTA,N 7°16'13{COM},W72°38'43{COM},2400,1295656,1158561,BOGOTA
836,NORTE DE SANTANDER,MUNICIPIO,CHINÁCOTA,CHINACOTA,N 7°36'36{COM},W72°36'14{COM},1230,1333255,1163007,BOGOTA
837,NORTE DE SANTANDER,MUNICIPIO,CHITAGÁ,CHITAGA,N 7° 8'26{COM},W72°40' 3{COM},2337,1281298,1156150,BOGOTA
838,NORTE DE SANTANDER,MUNICIPIO,CONVENCIÓN,CONVENCION,N 8°28'13{COM},W73°20'24{COM},1020,1428198,1081590,BOGOTA
839,NORTE DE SANTANDER,MUNICIPIO,CUCUTILLA,CUCUTILLA,N 7°32'32{COM},W72°46'36{COM},1300,1325695,1143958,BOGOTA
840,NORTE DE SANTANDER,MUNICIPIO,DURANIA,DURANIA,N 7°43' 2{COM},W72°39'37{COM},950,1345096,1156744,BOGOTA
841,NORTE DE SANTANDER,MUNICIPIO,EL CARMEN,EL CARMEN,N 8°30'47{COM},W73°27' 4{COM},950,1432908,1069346,BOGOTA
842,NORTE DE SANTANDER,MUNICIPIO,EL TARRA,EL TARRA,N 8°35' 6{COM},W73° 5'19{COM},150,1440950,1109243,BOGOTA
843,NORTE DE SANTANDER,MUNICIPIO,EL ZULIA,EL ZULIA,N 7°56' 9{COM},W72°36'18{COM},204,1369302,1162759,BOGOTA
844,NORTE DE SANTANDER,MUNICIPIO,GRAMALOTE,GRAMALOTE,N 7°53'30{COM},W72°48' 4{COM},1047,1364344,1141144,BOGOTA
845,NORTE DE SANTANDER,MUNICIPIO,HACARÍ,HACARI,N 8°19'24{COM},W73° 8'57{COM},1000,1411990,1102645,BOGOTA
846,NORTE DE SANTANDER,MUNICIPIO,HERRÁN,HERRAN,N 7°30'35{COM},W72°29'13{COM},2000,1322135,844794,ESTE
847,NORTE DE SANTANDER,MUNICIPIO,LA ESPERANZA,LA ESPERANZA,N 7°38'30{COM},W73°19'56{COM},174,1336550,1082615,BOGOTA
848,NORTE DE SANTANDER,MUNICIPIO,LA PLAYA,LA PLAYA,N 8°12'59{COM},W73°14'29{COM},1500,1400138,1092510,BOGOTA
849,NORTE DE SANTANDER,MUNICIPIO,LABATECA,LABATECA,N 7°18' 9{COM},W72°29'53{COM},1534,1299215,843494,ESTE
850,NORTE DE SANTANDER,MUNICIPIO,LOS PATIOS,LOS PATIOS,N 7°50'18{COM},W72°30'48{COM},403,1358498,842002,ESTE
851,NORTE DE SANTANDER,MUNICIPIO,LOURDES,LOURDES,N 7°56'51{COM},W72°50'12{COM},1411,1370508,1137204,BOGOTA
852,NORTE DE SANTANDER,MUNICIPIO,MUTISCUA,MUTISCUA,N 7°18' 8{COM},W72°45' 3{COM},2600,1299155,1146890,BOGOTA
853,NORTE DE SANTANDER,MUNICIPIO,OCAÑA,OCAÑA,N 8°14'12{COM},W73°21'29{COM},1205,1402356,1079649,BOGOTA
854,NORTE DE SANTANDER,MUNICIPIO,PAMPLONA,PAMPLONA,N 7°22'42{COM},W72°39'10{COM},2288,1307608,1157694,BOGOTA
855,NORTE DE SANTANDER,MUNICIPIO,PAMPLONITA,PAMPLONITA,N 7°26'23{COM},W72°38'27{COM},1700,1314403,1158991,BOGOTA
856,NORTE DE SANTANDER,MUNICIPIO,PUERTO SANTANDER,PUERTO SANTANDER,N 8°22' 3{COM},W72°24'33{COM},51,1417000,853685,ESTE
857,NORTE DE SANTANDER,MUNICIPIO,RAGONVALIA,RAGONVALIA,N 7°34'51{COM},W72°28'51{COM},1555,1330000,845494,ESTE
858,NORTE DE SANTANDER,MUNICIPIO,SALAZAR,SALAZAR,N 7°46'37{COM},W72°48'57{COM},850,1351648,1139558,BOGOTA
859,NORTE DE SANTANDER,MUNICIPIO,SAN CALIXTO,SAN CALIXTO,N 8°24'23{COM},W73°12'42{COM},1650,1421161,1095739,BOGOTA
860,NORTE DE SANTANDER,MUNICIPIO,SAN CAYETANO,SAN CAYETANO,N 7°52'49{COM},W72°37'41{COM},240,1363146,1160238,BOGOTA
861,NORTE DE SANTANDER,MUNICIPIO,SANTIAGO,SANTIAGO,N 7°52' 6{COM},W72°43' 7{COM},411,1361791,1150253,BOGOTA
862,NORTE DE SANTANDER,MUNICIPIO,SARDINATA,SARDINATA,N 8° 5'10{COM},W72°48'18{COM},300,1385853,1140648,BOGOTA
863,NORTE DE SANTANDER,MUNICIPIO,SILOS,SILOS,N 7°12'29{COM},W72°45'36{COM},2750,1288735,1145908,BOGOTA
864,NORTE DE SANTANDER,MUNICIPIO,TEORAMA,TEORAMA,N 8°26'19{COM},W73°17'24{COM},1000,1424707,1087104,BOGOTA
865,NORTE DE SANTANDER,MUNICIPIO,TIBÚ,TIBU,N 8°38'53{COM},W72°44'22{COM},55,1448043,1147664,BOGOTA
866,NORTE DE SANTANDER,MUNICIPIO,TOLEDO,TOLEDO,N 7°18'48{COM},W72°29'15{COM},1644,1300409,844664,ESTE
867,NORTE DE SANTANDER,MUNICIPIO,VILLA CARO,VILLA CARO,N 7°55' 1{COM},W72°58'35{COM},1600,1367085,1121803,BOGOTA
868,NORTE DE SANTANDER,MUNICIPIO,VILLA DEL ROSARIO,VILLA DEL ROSARIO,N 7°50' 2{COM},W72°28'28{COM},435,1357992,846291,ESTE
869,PUTUMAYO,MUNICIPIO,MOCOA,MOCOA,N 1° 8'56{COM},W76°38'52{COM},605,618490,1048210,OESTE
870,PUTUMAYO,MUNICIPIO,COLÓN,COLON,N 1°11'38{COM},W76°58'38{COM},2100,623462,1011541,OESTE
871,PUTUMAYO,MUNICIPIO,ORITO,ORITO,N 0°41'52{COM},W76°53'29{COM},361,568605,1021097,OESTE
872,PUTUMAYO,MUNICIPIO,PUERTO ASÍS,PUERTO ASIS,N 0°29'47{COM},W76°30'28{COM},253,546338,1063803,OESTE
873,PUTUMAYO,MUNICIPIO,PUERTO CAICEDO,PUERTO CAICEDO,N 0°41' 3{COM},W76°35' 9{COM},272,567102,1055111,OESTE
874,PUTUMAYO,MUNICIPIO,PUERTO GUZMÁN,PUERTO GUZMAN,N 0°58'13{COM},W76°22'13{COM},306,598744,1079102,OESTE
875,PUTUMAYO,MUNICIPIO,PUERTO LEGUÍZAMO,PUERTO LEGUIZAMO,S 0°10'49{COM},W74°46'31{COM},200,471511,922700,BOGOTA
876,PUTUMAYO,MUNICIPIO,SAN MIGUEL,LA DORADA,N 0°20'23{COM},W76°55'58{COM},535,529012,1016491,OESTE
877,PUTUMAYO,MUNICIPIO,SAN FRANCISCO,SAN FRANCISCO,N 1°10'39{COM},W76°52'60{COM},2173,621651,1021991,OESTE
878,PUTUMAYO,MUNICIPIO,SANTIAGO,SANTIAGO,N 1° 9' 1{COM},W77° 0'28{COM},2125,618640,1008140,OESTE
879,PUTUMAYO,MUNICIPIO,SIBUNDOY,SIBUNDOY,N 1°12'25{COM},W76°55'12{COM},2137,624906,1017910,OESTE
880,PUTUMAYO,MUNICIPIO,VALLE DEL GUAMUEZ,LA HORMIGA,N 0°24'35{COM},W76°54'48{COM},720,536753,1018656,OESTE
881,PUTUMAYO,MUNICIPIO,VILLAGARZÓN,VILLAGARZON,N 1° 2'16{COM},W76°37'36{COM},426,606204,1050561,OESTE
882,QUINDÍO,MUNICIPIO,ARMENIA,ARMENIA,N 4°32'20{COM},W75°40'38{COM},1483,993499,1155793,OESTE
883,QUINDÍO,MUNICIPIO,BUENAVISTA,BUENAVISTA,N 4°21'44{COM},W75°44'23{COM},1500,973944,1148891,OESTE
884,QUINDÍO,MUNICIPIO,CALARCÁ,CALARCA,N 4°31'57{COM},W75°38'38{COM},1537,992799,1159495,OESTE
885,QUINDÍO,MUNICIPIO,CIRCASIA,CIRCASIA,N 4°37'13{COM},W75°38'21{COM},1773,1002510,1160000,OESTE
886,QUINDÍO,MUNICIPIO,CÓRDOBA,CORDOBA,N 4°23'36{COM},W75°41'21{COM},1525,977395,1154498,OESTE
887,QUINDÍO,MUNICIPIO,FILANDIA,FILANDIA,N 4°40'30{COM},W75°39'45{COM},1800,1008558,1157398,OESTE
888,QUINDÍO,MUNICIPIO,GÉNOVA,GENOVA,N 4°12'38{COM},W75°47'37{COM},1500,957158,1142936,OESTE
889,QUINDÍO,MUNICIPIO,LA TEBAIDA,LA TEBAIDA,N 4°27'20{COM},W75°47'27{COM},1175,984258,1143198,OESTE
890,QUINDÍO,MUNICIPIO,MONTENEGRO,MONTENEGRO,N 4°34'14{COM},W75°45'12{COM},1150,996985,1147338,OESTE
891,QUINDÍO,MUNICIPIO,PIJAO,PIJAO,N 4°20'18{COM},W75°42'28{COM},1650,971308,1152443,OESTE
892,QUINDÍO,MUNICIPIO,QUIMBAYA,QUIMBAYA,N 4°37'30{COM},W75°45'57{COM},1315,1003005,1145939,OESTE
893,QUINDÍO,MUNICIPIO,SALENTO,SALENTO,N 4°38'24{COM},W75°34'21{COM},1900,1004703,834473,BOGOTA
894,RISARALDA,MUNICIPIO,PEREIRA,PEREIRA,N 4°49' 2{COM},W75°41'53{COM},1415,1024282,1153420,OESTE
895,RISARALDA,MUNICIPIO,APÍA,APIA,N 5° 6'29{COM},W75°56'47{COM},1619,1056399,1125810,OESTE
896,RISARALDA,MUNICIPIO,BALBOA,BALBOA,N 4°57'13{COM},W75°57'45{COM},1550,1039313,1124052,OESTE
897,RISARALDA,MUNICIPIO,BELÉN DE UMBRÍA,BELEN DE UMBRIA,N 5°12'14{COM},W75°52'14{COM},1500,1067014,1134200,OESTE
898,RISARALDA,MUNICIPIO,DOSQUEBRADAS,DOSQUEBRADAS,N 4°50'27{COM},W75°40' 8{COM},1479,1026900,1156651,OESTE
899,RISARALDA,MUNICIPIO,GUÁTICA,GUATICA,N 5°19' 5{COM},W75°48'16{COM},2150,1079657,1141506,OESTE
900,RISARALDA,MUNICIPIO,LA CELIA,LA CELIA,N 5° 0'25{COM},W76° 0'22{COM},1500,1045204,1119205,OESTE
901,RISARALDA,MUNICIPIO,LA VIRGINIA,LA VIRGINIA,N 4°53'57{COM},W75°53' 8{COM},900,1033306,1132599,OESTE
902,RISARALDA,MUNICIPIO,MARSELLA,MARSELLA,N 4°56'26{COM},W75°44'28{COM},1600,1037915,1148615,OESTE
903,RISARALDA,MUNICIPIO,MISTRATÓ,MISTRATO,N 5°17'58{COM},W75°53'13{COM},1501,1077580,1132363,OESTE
904,RISARALDA,MUNICIPIO,PUEBLO RICO,PUEBLO RICO,N 5°14'18{COM},W76° 2'11{COM},1563,1070791,1115805,OESTE
905,RISARALDA,MUNICIPIO,QUINCHÍA,QUINCHIA,N 5°20'32{COM},W75°43'56{COM},1800,1082347,1149508,OESTE
906,RISARALDA,MUNICIPIO,SANTA ROSA DE CABAL,SANTA ROSA DE CABAL,N 4°52' 8{COM},W75°37'22{COM},1701,1030015,1161761,OESTE
907,RISARALDA,MUNICIPIO,SANTUARIO,SANTUARIO,N 5° 4'32{COM},W75°58' 2{COM},1600,1052800,1123506,OESTE
908,SANTANDER,MUNICIPIO,BUCARAMANGA,BUCARAMANGA,N 7° 7'28{COM},W73° 7'33{COM},960,1279386,1105513,BOGOTA
909,SANTANDER,MUNICIPIO,AGUADA,AGUADA,N 6° 9'57{COM},W73°31'31{COM},1650,1173296,1061501,BOGOTA
910,SANTANDER,MUNICIPIO,ALBANIA,ALBANIA,N 5°45'41{COM},W73°55' 5{COM},1640,1128540,1018039,BOGOTA
911,SANTANDER,MUNICIPIO,ARATOCA,ARATOCA,N 6°41'55{COM},W73° 1'19{COM},1764,1232309,1117096,BOGOTA
912,SANTANDER,MUNICIPIO,BARBOSA,BARBOSA,N 5°55'59{COM},W73°37'17{COM},1579,1147542,1050885,BOGOTA
913,SANTANDER,MUNICIPIO,BARICHARA,BARICHARA,N 6°38'20{COM},W73°13'38{COM},1284,1225660,1094407,BOGOTA
914,SANTANDER,MUNICIPIO,BARRANCABERMEJA,BARRANCABERMEJA,N 7° 3'48{COM},W73°51'33{COM},81,1272524,1024500,BOGOTA
915,SANTANDER,MUNICIPIO,BETULIA,BETULIA,N 6°54'10{COM},W73°17'10{COM},1620,1254835,1087846,BOGOTA
916,SANTANDER,MUNICIPIO,BOLÍVAR,BOLIVAR,N 5°59'30{COM},W73°46'27{COM},2130,1154012,1033963,BOGOTA
917,SANTANDER,MUNICIPIO,CABRERA,CABRERA,N 6°35'45{COM},W73°14'57{COM},1020,1220894,1091988,BOGOTA
918,SANTANDER,MUNICIPIO,CALIFORNIA,CALIFORNIA,N 7°21' 4{COM},W72°56'56{COM},2000,1304503,1125001,BOGOTA
919,SANTANDER,MUNICIPIO,CAPITANEJO,CAPITANEJO,N 6°31'55{COM},W72°42' 3{COM},1100,1213961,1152660,BOGOTA
920,SANTANDER,MUNICIPIO,CARCASÍ,CARCASI,N 6°37'49{COM},W72°37'49{COM},2080,1224861,1160435,BOGOTA
921,SANTANDER,MUNICIPIO,CEPITÁ,CEPITA,N 6°45'21{COM},W72°58'41{COM},670,1238650,1121935,BOGOTA
922,SANTANDER,MUNICIPIO,CERRITO,CERRITO,N 6°50'45{COM},W72°41'54{COM},2496,1248685,1152839,BOGOTA
923,SANTANDER,MUNICIPIO,CHARALÁ,CHARALA,N 6°17'24{COM},W73° 9' 4{COM},1285,1187087,1102895,BOGOTA
924,SANTANDER,MUNICIPIO,CHARTA,CHARTA,N 7°17' 2{COM},W72°58'13{COM},2000,1297061,1122657,BOGOTA
925,SANTANDER,MUNICIPIO,CHIMA,CHIMA,N 6°20'49{COM},W73°22' 5{COM},1150,1193347,1078877,BOGOTA
926,SANTANDER,MUNICIPIO,CHIPATÁ,CHIPATA,N 6° 3'56{COM},W73°38'26{COM},1750,1162194,1048751,BOGOTA
927,SANTANDER,MUNICIPIO,CIMITARRA,CIMITARRA,N 6°18'59{COM},W73°57' 8{COM},159,1189915,1014240,BOGOTA
928,SANTANDER,MUNICIPIO,CONCEPCIÓN,CONCEPCION,N 6°46'15{COM},W72°41'54{COM},2005,1240388,1152863,BOGOTA
929,SANTANDER,MUNICIPIO,CONFINES,CONFINES,N 6°22' 2{COM},W73°14'42{COM},1600,1195610,1092491,BOGOTA
930,SANTANDER,MUNICIPIO,CONTRATACIÓN,CONTRATACION,N 6°17'26{COM},W73°28'38{COM},1650,1187095,1066805,BOGOTA
931,SANTANDER,MUNICIPIO,COROMORO,COROMORO,N 6°17'53{COM},W73° 2'40{COM},1510,1188000,1114699,BOGOTA
932,SANTANDER,MUNICIPIO,CURITÍ,CURITI,N 6°36'34{COM},W73° 4'17{COM},1500,1222435,1111648,BOGOTA
933,SANTANDER,MUNICIPIO,EL CARMEN,EL CARMEN,N 6°41'59{COM},W73°30'55{COM},500,1232342,1062543,BOGOTA
934,SANTANDER,MUNICIPIO,EL GUACAMAYO,EL GUACAMAYO,N 6°14'59{COM},W73°29'57{COM},1950,1182576,1064381,BOGOTA
935,SANTANDER,MUNICIPIO,EL PEÑÓN,EL PEÑON,N 6° 3'29{COM},W73°49'12{COM},2650,1161352,1028885,BOGOTA
936,SANTANDER,MUNICIPIO,EL PLAYÓN,EL PLAYON,N 7°28'36{COM},W73°12'28{COM},445,1318326,1096384,BOGOTA
937,SANTANDER,MUNICIPIO,ENCINO,ENCINO,N 6° 8'27{COM},W73° 6' 8{COM},1875,1170598,1108336,BOGOTA
938,SANTANDER,MUNICIPIO,ENCISO,ENCISO,N 6°40'14{COM},W72°42'13{COM},1570,1229293,1152310,BOGOTA
939,SANTANDER,MUNICIPIO,FLORIÁN,FLORIAN,N 5°48'18{COM},W73°58'28{COM},1600,1133361,1011793,BOGOTA
940,SANTANDER,MUNICIPIO,FLORIDABLANCA,FLORIDABLANCA,N 7° 3'53{COM},W73° 5'24{COM},930,1272788,1109486,BOGOTA
941,SANTANDER,MUNICIPIO,GALÁN,GALAN,N 6°38'27{COM},W73°17'31{COM},944,1225863,1087249,BOGOTA
