id,department,classification,municipality,municipalCapital,latitude,longitude,altitude,northCoordinate,eastCoordinate,origin
370,CAQUETÁ,MUNICIPIO,EL PAUJIL,EL PAUJIL,N 1°33'52{COM},W75°19'55{COM},346,664478,860771,BOGOTA
371,CAQUETÁ,MUNICIPIO,MILÁN,MILAN,N 1°17'33{COM},W75°30'41{COM},207,634411,840778,BOGOTA
372,CAQUETÁ,MUNICIPIO,MONTAÑITA,MONTAÑITA,N 1°28'53{COM},W75°26'24{COM},237,655299,848738,BOGOTA
373,CAQUETÁ,MUNICIPIO,MORELIA,MORELIA,N 1°29'25{COM},W75°43'43{COM},258,656282,1150507,OESTE
374,CAQUETÁ,MUNICIPIO,PUERTO RICO,PUERTO RICO,N 1°54'52{COM},W75° 8'42{COM},250,703175,881601,BOGOTA
375,CAQUETÁ,MUNICIPIO,SAN JOSÉ DEL FRAGUA,SAN JOSE,N 1°24' 2{COM},W75°55'13{COM},365,646347,1129177,OESTE
376,CAQUETÁ,MUNICIPIO,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUAN,N 2° 6'55{COM},W74°46'25{COM},250,725363,922937,BOGOTA
377,CAQUETÁ,MUNICIPIO,SOLANO,SOLANO,N 0°42' 1{COM},W75°15'35{COM},200,568897,868771,BOGOTA
378,CAQUETÁ,MUNICIPIO,SOLITA,SOLITA,N 0°52'19{COM},W75°36'55{COM},200,587895,1163160,OESTE
379,CAQUETÁ,MUNICIPIO,VALPARAÍSO,VALPARAISO,N 1°11'57{COM},W75°42'38{COM},225,624084,1152535,OESTE
380,CASANARE,MUNICIPIO,YOPAL,YOPAL,N 5°21' 6{COM},W72°24'12{COM},355,1083385,853408,ESTE
381,CASANARE,MUNICIPIO,AGUAZUL,AGUAZUL,N 5°10'27{COM},W72°33'18{COM},278,1063788,836546,ESTE
382,CASANARE,MUNICIPIO,CHÁMEZA,CHAMEZA,N 5°13' 1{COM},W72°52'32{COM},1100,1068457,1133643,BOGOTA
383,CASANARE,MUNICIPIO,HATO COROZAL,HATO COROZAL,N 6° 9'42{COM},W71°46' 3{COM},230,1172852,924004,ESTE
384,CASANARE,MUNICIPIO,LA SALINA,LA SALINA,N 6° 7'51{COM},W72°20'21{COM},1525,1169556,860712,ESTE
385,CASANARE,MUNICIPIO,MANÍ,MANI,N 4°49' 1{COM},W72°17'15{COM},175,1024214,866140,ESTE
386,CASANARE,MUNICIPIO,MONTERREY,MONTERREY,N 4°52'44{COM},W72°53'47{COM},430,1031061,1131401,BOGOTA
387,CASANARE,MUNICIPIO,NUNCHÍA,NUNCHIA,N 5°38'25{COM},W72°11'55{COM},387,1115263,876165,ESTE
388,CASANARE,MUNICIPIO,OROCUÉ,OROCUE,N 4°47'40{COM},W71°20'26{COM},131,1021613,971196,ESTE
389,CASANARE,MUNICIPIO,PAZ DE ARIPORO,PAZ DE ARIPORO,N 5°53' 4{COM},W71°53'52{COM},275,1142212,909537,ESTE
390,CASANARE,MUNICIPIO,PORE,PORE,N 5°43'50{COM},W72° 0' 6{COM},250,1125209,898003,ESTE
391,CASANARE,MUNICIPIO,RECETOR,RECETOR,N 5°13'57{COM},W72°45'52{COM},750,1070202,1145961,BOGOTA
392,CASANARE,MUNICIPIO,SABANALARGA,SABANALARGA,N 4°51'26{COM},W73° 2'39{COM},450,1028638,1115010,BOGOTA
393,CASANARE,MUNICIPIO,SÁCAMA,SACAMA,N 6° 6' 6{COM},W72°15'11{COM},1300,1166309,870238,ESTE
394,CASANARE,MUNICIPIO,SAN LUIS DE PALENQUE,SAN LUIS DE PALENQUE,N 5°25'30{COM},W71°44' 8{COM},175,1091376,927446,ESTE
395,CASANARE,MUNICIPIO,TÁMARA,TAMARA,N 5°49'58{COM},W72°10' 3{COM},1125,1136548,879652,ESTE
396,CASANARE,MUNICIPIO,TAURAMENA,TAURAMENA,N 5° 1' 7{COM},W72°45'21{COM},475,1046545,1146965,BOGOTA
397,CASANARE,MUNICIPIO,TRINIDAD,TRINIDAD,N 5°24'35{COM},W71°39'58{COM},166,1089679,935141,ESTE
398,CASANARE,MUNICIPIO,VILLANUEVA,VILLANUEVA,N 4°36'45{COM},W72°55'23{COM},200,1001592,1128492,BOGOTA
399,CAUCA,MUNICIPIO,POPAYÁN,POPAYAN,N 2°26'40{COM},W76°37'17{COM},1738,761753,1051111,OESTE
400,CAUCA,MUNICIPIO,ALMAGUER,ALMAGUER,N 1°55' 2{COM},W76°51'31{COM},2200,703447,1024734,OESTE
401,CAUCA,MUNICIPIO,ARGELIA,ARGELIA,N 2°14'34{COM},W77°16'42{COM},1750,739446,978039,OESTE
402,CAUCA,MUNICIPIO,BALBOA,BALBOA,N 2° 2'38{COM},W77°13'11{COM},1500,717453,984557,OESTE
403,CAUCA,MUNICIPIO,BOLÍVAR,BOLIVAR,N 1°50'18{COM},W76°58'12{COM},1700,694723,1012341,OESTE
404,CAUCA,MUNICIPIO,BUENOS AIRES,BUENOS AIRES,N 3° 1' 9{COM},W76°38'38{COM},1200,825306,1048585,OESTE
405,CAUCA,MUNICIPIO,CAJIBÍO,CAJIBIO,N 2°37'32{COM},W76°34'23{COM},1800,781783,1056479,OESTE
406,CAUCA,MUNICIPIO,CALDONO,CALDONO,N 2°47'59{COM},W76°29'11{COM},1700,801047,1066108,OESTE
407,CAUCA,MUNICIPIO,CALOTO,CALOTO,N 3° 2'13{COM},W76°24'42{COM},1100,827285,1074401,OESTE
408,CAUCA,MUNICIPIO,CORINTO,CORINTO,N 3°10'43{COM},W76°15'44{COM},1052,842963,1091004,OESTE
409,CAUCA,MUNICIPIO,EL TAMBO,EL TAMBO,N 2°27'16{COM},W76°49' 5{COM},1750,762853,1029236,OESTE
410,CAUCA,MUNICIPIO,FLORENCIA,FLORENCIA,N 1°41' 9{COM},W77° 4'33{COM},1500,677860,1000566,OESTE
411,CAUCA,MUNICIPIO,GUAPI,GUAPI,N 2°34'24{COM},W77°53'18{COM},4,776025,910202,OESTE
412,CAUCA,MUNICIPIO,INZÁ,INZA,N 2°33'13{COM},W76° 4' 3{COM},1800,773860,1112712,OESTE
413,CAUCA,MUNICIPIO,JAMBALÓ,JAMBALO,N 2°46'28{COM},W76°19'42{COM},2250,798262,1083685,OESTE
414,CAUCA,MUNICIPIO,LA SIERRA,LA SIERRA,N 2°10'59{COM},W76°45'52{COM},1800,732844,1035206,OESTE
415,CAUCA,MUNICIPIO,LA VEGA,LA VEGA,N 2° 0' 3{COM},W76°46'31{COM},2200,712694,1034004,OESTE
416,CAUCA,MUNICIPIO,LÓPEZ,LOPEZ DE MICAY,N 2°51' 6{COM},W77°15'26{COM},390,806776,980397,OESTE
417,CAUCA,MUNICIPIO,MERCADERES,MERCADERES,N 1°48'12{COM},W77°10'12{COM},1156,690853,990088,OESTE
418,CAUCA,MUNICIPIO,MIRANDA,MIRANDA,N 3°15'13{COM},W76°13'51{COM},1094,851260,1094487,OESTE
419,CAUCA,MUNICIPIO,MORALES,MORALES,N 2°45'38{COM},W76°38' 2{COM},1500,796709,1049708,OESTE
420,CAUCA,MUNICIPIO,PADILLA,PADILLA,N 3°13'35{COM},W76°19' 1{COM},1000,848242,1084917,OESTE
421,CAUCA,MUNICIPIO,PÁEZ,BELALCAZAR,N 2°38'53{COM},W75°58'33{COM},1400,784314,1122899,OESTE
422,CAUCA,MUNICIPIO,PATÍA,EL BORDO,N 2° 6'57{COM},W76°59'21{COM},987,725408,1010207,OESTE
423,CAUCA,MUNICIPIO,PIAMONTE,PIAMONTE,NO ES POSIBLE,,0,0,0,
424,CAUCA,MUNICIPIO,PIENDAMÓ,PIENDAMO,N 2°38'51{COM},W76°32' 3{COM},1865,784211,1060803,OESTE
425,CAUCA,MUNICIPIO,PUERTO TEJADA,PUERTO TEJADA,N 3°14' 2{COM},W76°25'11{COM},1000,849064,1073492,OESTE
426,CAUCA,MUNICIPIO,PURACÉ,COCONUCO,N 2°20'41{COM},W76°29'56{COM},2400,750731,1064741,OESTE
427,CAUCA,MUNICIPIO,ROSAS,ROSAS,N 2°15'52{COM},W76°44'43{COM},1714,741845,1037336,OESTE
428,CAUCA,MUNICIPIO,SAN SEBASTIÁN,SAN SEBASTIAN,N 1°50'29{COM},W76°46'20{COM},2100,695063,1034348,OESTE
429,CAUCA,MUNICIPIO,SANTA ROSA,SANTA ROSA,N 1°41' 7{COM},W76°35'25{COM},1750,677805,1054597,OESTE
430,CAUCA,MUNICIPIO,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,N 3° 0'47{COM},W76°29'12{COM},1071,824638,1066065,OESTE
431,CAUCA,MUNICIPIO,SILVIA,SILVIA,N 2°36'52{COM},W76°23' 1{COM},2750,780564,1077548,OESTE
432,CAUCA,MUNICIPIO,SOTARÁ,PAISPAMBA,N 2°15'23{COM},W76°37' 8{COM},2450,740958,1051396,OESTE
433,CAUCA,MUNICIPIO,SUÁREZ,SUAREZ,N 2°57'32{COM},W76°41'44{COM},1250,818638,1042843,OESTE
434,CAUCA,MUNICIPIO,SUCRE,SUCRE,N 2° 2'30{COM},W76°55'43{COM},1125,717207,1016945,OESTE
435,CAUCA,MUNICIPIO,TIMBÍO,TIMBIO,N 2°21'23{COM},W76°41'17{COM},1798,752014,1043698,OESTE
436,CAUCA,MUNICIPIO,TIMBIQUÍ,TIMBIQUI,N 2°46'29{COM},W77°40' 9{COM},10,798282,934589,OESTE
437,CAUCA,MUNICIPIO,TORIBÍO,TORIBIO,N 2°57'30{COM},W76°16'17{COM},1700,818602,1090003,OESTE
438,CAUCA,MUNICIPIO,TOTORÓ,TOTORO,N 2°30'53{COM},W76°24'19{COM},2600,769535,1075145,OESTE
439,CAUCA,MUNICIPIO,VILLA RICA,VILLA RICA,N 3°10'37{COM},W76°27'52{COM},970,842763,1068525,OESTE
440,CESAR,MUNICIPIO,VALLEDUPAR,VALLEDUPAR,N10°28'37{COM},W73°15' 2{COM},169,1650189,1090911,BOGOTA
441,CESAR,MUNICIPIO,AGUACHICA,AGUACHICA,N 8°18'45{COM},W73°37'31{COM},152,1410699,1050195,BOGOTA
442,CESAR,MUNICIPIO,AGUSTÍN CODAZZI,AGUSTIN CODAZZI,N10° 2' 9{COM},W73°14'21{COM},131,1601396,1092286,BOGOTA
443,CESAR,MUNICIPIO,ASTREA,ASTREA,N 9°30' 4{COM},W73°58'49{COM},75,1542135,1011051,BOGOTA
444,CESAR,MUNICIPIO,BECERRIL,BECERRIL,N 9°42'18{COM},W73°16'56{COM},111,1564788,1087652,BOGOTA
445,CESAR,MUNICIPIO,BOSCONIA,BOSCONIA,N 9°58'22{COM},W73°53'28{COM},83,1594309,1020813,BOGOTA
446,CESAR,MUNICIPIO,CHIMICHAGUA,CHIMICHAGUA,N 9°15'29{COM},W73°49' 4{COM},30,1515261,1028915,BOGOTA
447,CESAR,MUNICIPIO,CHIRIGUANÁ,CHIRIGUANA,N 9°22' 2{COM},W73°36'26{COM},33,1527360,1052036,BOGOTA
448,CESAR,MUNICIPIO,CURUMANÍ,CURUMANI,N 9°12'16{COM},W73°32'55{COM},61,1509364,1058501,BOGOTA
449,CESAR,MUNICIPIO,EL COPEY,EL COPEY,N10° 9' 8{COM},W73°57'53{COM},135,1614154,1012734,BOGOTA
450,CESAR,MUNICIPIO,EL PASO,EL PASO,N 9°39'45{COM},W73°45'10{COM},37,1560002,1036015,BOGOTA
451,CESAR,MUNICIPIO,GAMARRA,GAMARRA,N 8°19'39{COM},W73°44'45{COM},43,1412345,1036912,BOGOTA
452,CESAR,MUNICIPIO,GONZÁLEZ,GONZALEZ,N 8°23'37{COM},W73°23' 3{COM},1300,1419710,1076741,BOGOTA
453,CESAR,MUNICIPIO,LA GLORIA,LA GLORIA,N 8°37'15{COM},W73°48'24{COM},35,1444783,1030188,BOGOTA
454,CESAR,MUNICIPIO,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,N 9°33'51{COM},W73°20'19{COM},140,1549196,1081497,BOGOTA
455,CESAR,MUNICIPIO,LA PAZ,LA PAZ,N10°23'26{COM},W73°10'22{COM},66,1640656,1099454,BOGOTA
456,CESAR,MUNICIPIO,MANAURE BALCÓN DEL CESAR,MANAURE,N10°23'34{COM},W73° 1'58{COM},750,1640949,1114787,BOGOTA
457,CESAR,MUNICIPIO,PAILITAS,PAILITAS,N 8°57'39{COM},W73°37'54{COM},75,1482407,1049406,BOGOTA
458,CESAR,MUNICIPIO,PELAYA,PELAYA,N 8°41'31{COM},W73°39'60{COM},70,1452662,1045590,BOGOTA
459,CESAR,MUNICIPIO,PUEBLO BELLO,PUEBLO BELLO,N10°25' 7{COM},W73°35'20{COM},1100,1643659,1053878,BOGOTA
460,CESAR,MUNICIPIO,RÍO DE ORO,RIO DE ORO,N 8°17'43{COM},W73°23'20{COM},1165,1408832,1076240,BOGOTA
461,CESAR,MUNICIPIO,SAN ALBERTO,SAN ALBERTO,N 7°45' 9{COM},W73°23'23{COM},120,1348798,1076250,BOGOTA
462,CESAR,MUNICIPIO,SAN DIEGO,SAN DIEGO,N10°20'16{COM},W73°10'57{COM},167,1634815,1098406,BOGOTA
463,CESAR,MUNICIPIO,SAN MARTÍN,SAN MARTIN,N 8° 0'13{COM},W73°30'59{COM},113,1376551,1062238,BOGOTA
464,CESAR,MUNICIPIO,TAMALAMEQUE,TAMALAMEQUE,N 8°51'41{COM},W73°49' 9{COM},32,1471388,1028794,BOGOTA
465,CHOCÓ,MUNICIPIO,QUIBDÓ,QUIBDO,N 5°41'42{COM},W76°39'40{COM},32,1121212,1046506,OESTE
466,CHOCÓ,MUNICIPIO,ACANDÍ,ACANDI,N 8°32'13{COM},W77°16'24{COM},6,1435499,978815,OESTE
467,CHOCÓ,MUNICIPIO,ALTO BAUDÓ,PIE DE PATO,N 5°31'25{COM},W76°58'44{COM},50,1102243,1011306,OESTE
468,CHOCÓ,MUNICIPIO,ATRATO,YUTO,N 5°32' 2{COM},W76°38'22{COM},55,1103397,1048919,OESTE
469,CHOCÓ,MUNICIPIO,BAGADÓ,BAGADO,N 5°24'32{COM},W76°25'17{COM},200,1089595,1073098,OESTE
470,CHOCÓ,MUNICIPIO,BAHÍA SOLANO,MUTIS,N 6°13'43{COM},W77°24'29{COM},34,1180217,963795,OESTE
471,CHOCÓ,MUNICIPIO,BAJO BAUDÓ,PIZARRO,N 4°57'20{COM},W77°22'10{COM},5,1039431,967999,OESTE
472,CHOCÓ,MUNICIPIO,BELÉN DE BAJIRÁ,BELEN DE BAJIRA,NO ES POSIBLE,,0,0,0,
473,CHOCÓ,MUNICIPIO,BOJAYÁ,BELLAVISTA,N 6°31'27{COM},W76°58'26{COM},13,1212893,1011838,OESTE
474,CHOCÓ,MUNICIPIO,CARMÉN DEL DARIÉN,NO DEFINIDA,NO ES POSIBLE,,0,0,0,
475,CHOCÓ,MUNICIPIO,CÉRTEGUI,CERTEGUI,N 5°22'26{COM},W76°36'34{COM},54,1085705,1052258,OESTE
476,CHOCÓ,MUNICIPIO,CONDOTO,CONDOTO,N 5° 5'48{COM},W76°38'59{COM},50,1055044,1047814,OESTE
477,CHOCÓ,MUNICIPIO,EL CANTÓN DEL SAN PABLO,MANAGRU,N 5°20'19{COM},W76°43'53{COM},35,1081795,1038743,OESTE
478,CHOCÓ,MUNICIPIO,EL CARMEN,EL CARMEN,N 5°53'16{COM},W76° 9'50{COM},1726,1142597,1101556,OESTE
479,CHOCÓ,MUNICIPIO,ISTMINA,ISTMINA,N 5°10'14{COM},W76°40'46{COM},47,1063213,1044513,OESTE
480,CHOCÓ,MUNICIPIO,JURADÓ,JURADO,N 7° 6'27{COM},W77°46' 5{COM},5,1277459,924087,OESTE
481,CHOCÓ,MUNICIPIO,LITORAL DEL SAN JUAN,SANTA GENOVEVA DE DOCORDO,N 4°15'32{COM},W77°22' 3{COM},25,962390,968184,OESTE
482,CHOCÓ,MUNICIPIO,LLORÓ,LLORO,N 5°30'11{COM},W76°31'50{COM},100,1099997,1060989,OESTE
483,CHOCÓ,MUNICIPIO,MEDIO ATRATO,BETE,N 5°59'52{COM},W76°47' 8{COM},25,1154687,1032702,OESTE
484,CHOCÓ,MUNICIPIO,MEDIO BAUDÓ,BOCA DE PEPE,N 5° 4'45{COM},W77° 4'12{COM},50,1053093,1001211,OESTE
485,CHOCÓ,MUNICIPIO,MEDIO SAN JUAN,ANDAGOYA,N 5° 6' 3{COM},W76°41'52{COM},41,1055502,1042485,OESTE
486,CHOCÓ,MUNICIPIO,NÓVITA,NOVITA,N 4°57'27{COM},W76°36'34{COM},100,1039657,1052292,OESTE
487,CHOCÓ,MUNICIPIO,NUQUÍ,NUQUI,N 5°42'32{COM},W77°16'25{COM},5,1122735,978654,OESTE
488,CHOCÓ,MUNICIPIO,RÍO IRÓ,SANTA RITA,NO ES POSIBLE,,0,0,0,
489,CHOCÓ,MUNICIPIO,RIO QUITO,PAIMADO,N 5°29' 6{COM},W76°44'43{COM},35,1097983,1037195,OESTE
490,CHOCÓ,MUNICIPIO,RIOSUCIO,RIOSUCIO,N 7°26'25{COM},W77° 7' 5{COM},22,1314206,995900,OESTE
491,CHOCÓ,MUNICIPIO,SAN JOSÉ DEL PALMAR,SAN JOSE DEL PALMAR,N 4°58'27{COM},W76°13'42{COM},2500,1041543,1094561,OESTE
492,CHOCÓ,MUNICIPIO,SIPÍ,SIPI,N 4°39'26{COM},W76°38'43{COM},50,1006448,1048338,OESTE
493,CHOCÓ,MUNICIPIO,TADÓ,TADO,N 5°15'57{COM},W76°33'53{COM},78,1073759,1057225,OESTE
494,CHOCÓ,MUNICIPIO,UNGUÍA,UNGUIA,N 8° 2'46{COM},W77° 5'34{COM},50,1381209,998692,OESTE
495,CHOCÓ,MUNICIPIO,UNIÓN PANAMERICANA,ANIMAS,N 5°16'59{COM},W76°38' 1{COM},94,1075658,1049586,OESTE
496,CÓRDOBA,MUNICIPIO,MONTERÍA,MONTERIA,N 8°45'27{COM},W75°53'24{COM},17,1460095,1131051,OESTE
497,CÓRDOBA,MUNICIPIO,AYAPEL,AYAPEL,N 8°19' 0{COM},W75° 8'40{COM},26,1411289,882834,BOGOTA
498,CÓRDOBA,MUNICIPIO,BUENAVISTA,BUENAVISTA,N 8°13'31{COM},W75°29'12{COM},56,1401296,845091,BOGOTA
499,CÓRDOBA,MUNICIPIO,CANALETE,CANALETE,N 8°47'23{COM},W76°14'28{COM},50,1463555,1092403,OESTE
500,CÓRDOBA,MUNICIPIO,CERETÉ,CERETE,N 8°53' 8{COM},W75°47'49{COM},12,1474295,1141244,OESTE
501,CÓRDOBA,MUNICIPIO,CHIMÁ,CHIMA,N 9° 9' 8{COM},W75°37'56{COM},4,1503865,1159251,OESTE
502,CÓRDOBA,MUNICIPIO,CHINÚ,CHINU,N 9° 6'30{COM},W75°24'11{COM},122,1498956,854646,BOGOTA
503,CÓRDOBA,MUNICIPIO,CIÉNAGA DE ORO,CIENAGA DE ORO,N 8°52'41{COM},W75°37'27{COM},13,1473536,1160257,OESTE
504,CÓRDOBA,MUNICIPIO,COTORRA,COTORRA,N 9° 2'34{COM},W75°47'24{COM},10,1491691,1141947,OESTE
505,CÓRDOBA,MUNICIPIO,LA APARTADA,LA APARTADA,N 8° 3' 5{COM},W75°20'21{COM},40,1382006,861288,BOGOTA
506,CÓRDOBA,MUNICIPIO,LORICA,LORICA,N 9°14' 1{COM},W75°49' 3{COM},6,1512792,1138849,OESTE
507,CÓRDOBA,MUNICIPIO,LOS CÓRDOBAS,LOS CORDOBAS,N 8°54' 1{COM},W76°21'36{COM},7,1475756,1079297,OESTE
508,CÓRDOBA,MUNICIPIO,MOMIL,MOMIL,N 9°14'22{COM},W75°40'47{COM},7,1513494,1153991,OESTE
509,CÓRDOBA,MUNICIPIO,MONTELÍBANO,MONTELIBANO,N 7°59'13{COM},W75°25'30{COM},39,1374906,851800,BOGOTA
510,CÓRDOBA,MUNICIPIO,MOÑITOS,MOÑITOS,N 9°15' 2{COM},W76° 7'59{COM},3,1514559,1104161,OESTE
511,CÓRDOBA,MUNICIPIO,PLANETA RICA,PLANETA RICA,N 8°24'53{COM},W75°35'18{COM},87,1422290,1164401,OESTE
512,CÓRDOBA,MUNICIPIO,PUEBLO NUEVO,PUEBLO NUEVO,N 8°30'16{COM},W75°30'40{COM},120,1432190,842509,BOGOTA
513,CÓRDOBA,MUNICIPIO,PUERTO ESCONDIDO,PUERTO ESCONDIDO,N 9° 1'19{COM},W76°15'55{COM},9,1489236,1089687,OESTE
514,CÓRDOBA,MUNICIPIO,PUERTO LIBERTADOR,PUERTO LIBERTADOR,N 7°53'52{COM},W75°40'25{COM},90,1365065,1155206,OESTE
515,CÓRDOBA,MUNICIPIO,PURÍSIMA,PURISIMA,N 9°14'20{COM},W75°43'32{COM},6,1513413,1148953,OESTE
516,CÓRDOBA,MUNICIPIO,SAHAGÚN,SAHAGUN,N 8°57' 1{COM},W75°26'46{COM},83,1481488,849846,BOGOTA
517,CÓRDOBA,MUNICIPIO,SAN ANDRÉS DE SOTAVENTO,SAN ANDRES DE SOTAVENTO,N 9° 8'53{COM},W75°30'44{COM},117,1503397,842659,BOGOTA
518,CÓRDOBA,MUNICIPIO,SAN ANTERO,SAN ANTERO,N 9°22'41{COM},W75°45'43{COM},42,1528795,1144896,OESTE
519,CÓRDOBA,MUNICIPIO,SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,N 9°21'27{COM},W75°57'21{COM},4,1526447,1123601,OESTE
520,CÓRDOBA,MUNICIPIO,SAN CARLOS,SAN CARLOS,N 8°48' 3{COM},W75°42' 8{COM},12,1464960,1151701,OESTE
521,CÓRDOBA,MUNICIPIO,SAN PELAYO,SAN PELAYO,N 8°57'37{COM},W75°50'31{COM},9,1482545,1136265,OESTE
522,CÓRDOBA,MUNICIPIO,TIERRALTA,TIERRALTA,N 8°10'35{COM},W76° 3'46{COM},51,1395759,1112204,OESTE
523,CÓRDOBA,MUNICIPIO,VALENCIA,VALENCIA,N 8°15'41{COM},W76° 8'49{COM},55,1405138,1102906,OESTE
524,BOGOTA,MUNICIPIO,BOGOTA,BOGOTA,N 4°35'57{COM},W74° 4'51{COM},2600,1000013,1000009,BOGOTA
525,CUNDINAMARCA,MUNICIPIO,AGUA DE DIOS,AGUA DE DIOS,N 4°22'40{COM},W74°40'32{COM},350,975558,933993,BOGOTA
526,CUNDINAMARCA,MUNICIPIO,ALBÁN,ALBAN,N 4°52'49{COM},W74°26'29{COM},2245,1031110,960015,BOGOTA
527,CUNDINAMARCA,MUNICIPIO,ANAPOIMA,ANAPOIMA,N 4°33'13{COM},W74°32'22{COM},689,994992,949114,BOGOTA
528,CUNDINAMARCA,MUNICIPIO,ANOLAIMA,ANOLAIMA,N 4°45'50{COM},W74°28' 8{COM},1650,1018241,956957,BOGOTA
529,CUNDINAMARCA,MUNICIPIO,APULO,APULO,N 4°31'19{COM},W74°35'59{COM},417,991494,942422,BOGOTA
530,CUNDINAMARCA,MUNICIPIO,ARBELÁEZ,ARBELAEZ,N 4°16'29{COM},W74°25' 7{COM},1350,964144,962510,BOGOTA
531,CUNDINAMARCA,MUNICIPIO,BELTRÁN,BELTRAN,N 4°48'19{COM},W74°44'45{COM},229,1022841,926236,BOGOTA
532,CUNDINAMARCA,MUNICIPIO,BITUIMA,BITUIMA,N 4°52'29{COM},W74°32'35{COM},1400,1030503,948737,BOGOTA
533,CUNDINAMARCA,MUNICIPIO,BOJACÁ,BOJACA,N 4°44' 5{COM},W74°20'42{COM},2600,1015009,970701,BOGOTA
534,CUNDINAMARCA,MUNICIPIO,CABRERA,CABRERA,N 3°59'20{COM},W74°29'10{COM},1900,932539,955000,BOGOTA
535,CUNDINAMARCA,MUNICIPIO,CACHIPAY,CACHIPAY,N 4°43'56{COM},W74°26'26{COM},1650,1014737,960099,BOGOTA
536,CUNDINAMARCA,MUNICIPIO,CAJICÁ,CAJICA,N 4°55'18{COM},W74° 1'45{COM},2558,1035677,1005740,BOGOTA
537,CUNDINAMARCA,MUNICIPIO,CAPARRAPÍ,CAPARRAPI,N 5°20'50{COM},W74°29'42{COM},1272,1082752,954102,BOGOTA
538,CUNDINAMARCA,MUNICIPIO,CÁQUEZA,CAQUEZA,N 4°24'30{COM},W73°57' 1{COM},1658,978912,1014501,BOGOTA
539,CUNDINAMARCA,MUNICIPIO,CARMEN DE CARUPA,CARMEN DE CARUPA,N 5°21' 5{COM},W73°54'16{COM},2950,1083200,1019561,BOGOTA
540,CUNDINAMARCA,MUNICIPIO,CHAGUANÍ,CHAGUANI,N 4°57' 7{COM},W74°35'51{COM},1023,1039047,942704,BOGOTA
541,CUNDINAMARCA,MUNICIPIO,CHÍA,CHIA,N 4°51'50{COM},W74° 3'46{COM},2557,1029287,1002012,BOGOTA
542,CUNDINAMARCA,MUNICIPIO,CHIPAQUE,CHIPAQUE,N 4°26'43{COM},W74° 2'55{COM},2441,982996,1003586,BOGOTA
543,CUNDINAMARCA,MUNICIPIO,CHOACHÍ,CHOACHI,N 4°31'52{COM},W73°55'33{COM},1920,992489,1017211,BOGOTA
544,CUNDINAMARCA,MUNICIPIO,CHOCONTÁ,CHOCONTA,N 5° 8'49{COM},W73°41'19{COM},2656,1060602,1043498,BOGOTA
545,CUNDINAMARCA,MUNICIPIO,COGUA,COGUA,N 5° 3'48{COM},W73°58'59{COM},2620,1051343,1010852,BOGOTA
546,CUNDINAMARCA,MUNICIPIO,COTA,COTA,N 4°48'42{COM},W74° 6' 9{COM},2561,1023512,997606,BOGOTA
547,CUNDINAMARCA,MUNICIPIO,CUCUNUBÁ,CUCUNUBA,N 5°15'11{COM},W73°46'13{COM},2590,1072331,1034437,BOGOTA
548,CUNDINAMARCA,MUNICIPIO,EL COLEGIO,EL COLEGIO,N 4°35' 6{COM},W74°26'58{COM},980,998457,959104,BOGOTA
549,CUNDINAMARCA,MUNICIPIO,EL PEÑÓN,EL PEÑON,N 5°15' 7{COM},W74°17'10{COM},1200,1072204,977252,BOGOTA
550,CUNDINAMARCA,MUNICIPIO,EL ROSAL,EL ROSAL,N 4°51'19{COM},W74°15'46{COM},2600,1028337,979827,BOGOTA
551,CUNDINAMARCA,MUNICIPIO,FACATATIVÁ,FACATATIVA,N 4°48'56{COM},W74°21'34{COM},2586,1023948,969102,BOGOTA
552,CUNDINAMARCA,MUNICIPIO,FÓMEQUE,FOMEQUE,N 4°29'19{COM},W73°53'51{COM},1925,987790,1020356,BOGOTA
553,CUNDINAMARCA,MUNICIPIO,FOSCA,FOSCA,N 4°20'29{COM},W73°56'37{COM},2100,971509,1015242,BOGOTA
554,CUNDINAMARCA,MUNICIPIO,FUNZA,FUNZA,N 4°43'10{COM},W74°12'58{COM},2548,1013315,985000,BOGOTA
555,CUNDINAMARCA,MUNICIPIO,FÚQUENE,FUQUENE,N 5°24'23{COM},W73°48' 3{COM},2875,1089286,1031042,BOGOTA
556,CUNDINAMARCA,MUNICIPIO,FUSAGASUGÁ,FUSAGASUGA,N 4°20'38{COM},W74°22' 4{COM},1728,971790,968156,BOGOTA
557,CUNDINAMARCA,MUNICIPIO,GACHALÁ,GACHALA,N 4°41'51{COM},W73°31'23{COM},1700,1010912,1061897,BOGOTA
558,CUNDINAMARCA,MUNICIPIO,GACHANCIPÁ,GACHANCIPA,N 4°59'39{COM},W73°52'31{COM},2563,1043697,1022806,BOGOTA
559,CUNDINAMARCA,MUNICIPIO,GACHETÁ,GACHETA,N 4°49'15{COM},W73°38'21{COM},1750,1024542,1049005,BOGOTA
560,CUNDINAMARCA,MUNICIPIO,GAMA,GAMA,N 4°45'53{COM},W73°36'52{COM},2150,1018338,1051752,BOGOTA
561,CUNDINAMARCA,MUNICIPIO,GIRARDOT,GIRARDOT,N 4°18'11{COM},W74°48' 4{COM},289,967306,920048,BOGOTA
