id,indicatorId,initialNumber,finalNumber,company,ndc
89951,2986,3120000,3129999,,829
89952,2986,3140000,3149999,,829
89953,2986,3210000,3279999,,829
89954,2986,3300000,3509999,,829
89955,2986,3400000,3459999,,829
89956,2986,3480000,3489999,,829
89957,2986,3500000,3509999,,829
89958,2986,3550000,3559999,,829
89959,2986,3600000,3609999,,829
89960,2986,3660000,3669999,,829
89961,2986,3700000,3709999,,829
89962,2986,3740000,3740099,,829
89963,2986,3746900,3746999,,829
89964,2986,3760000,3769999,,829
89965,2986,3830000,3839999,,829
89966,2986,3950000,3969999,,829
89967,2986,3990000,3999999,,829
89968,2986,4150000,4219999,,829
89969,2986,4230000,4239999,,829
89970,2986,4240000,4249999,,829
89971,2986,4280000,4299999,,829
89972,2986,4300000,4329999,,829
89973,2986,4360000,4499999,,829
89974,2986,4510000,4540000,,829
89975,2986,4560000,4579999,,829
89976,2986,4580000,4599999,,829
89977,2986,4701000,4701099,,829
89978,2986,4708900,4708999,,829
89979,2986,4810000,4810099,,829
89980,2986,4900000,4999999,,829
89981,2986,5150000,5159999,,829
89982,2986,5190000,5190000,,829
89983,2986,5429000,5429099,,829
89984,2986,5429800,5429899,,829
89985,2986,5432000,5432099,,829
89986,2986,5439900,5439999,,829
89987,2986,5450000,5459999,,829
89988,2986,6041000,6041099,,829
89989,2986,6240000,6249999,,829
89990,2986,6280000,6329999,,829
89991,2986,6340000,6359999,,829
89992,2986,6370000,6379999,,829
89993,2986,6390000,6539999,,829
89994,2986,6560000,6569999,,829
89995,2986,6580000,6599999,,829
89996,2986,6700000,6719999,,829
89997,2986,6960000,6979999,,829
89998,2986,7070000,7079999,,829
89999,2986,7100000,7109999,,829
90000,2986,7230000,7239999,,829
90001,2986,7270000,7279999,,829
90002,2986,7290000,7299999,,829
90003,2986,7490000,7699999,,829
90004,2986,7710000,7769999,,829
90005,2986,7770000,7779999,,829
90006,2986,7850000,7879999,,829
90007,2986,7960000,7969999,,829
90008,2986,8010000,8059999,,829
90009,2986,8150000,8179999,,829
90010,2986,8180000,8189999,,829
90011,2986,8290000,8299999,,829
90012,2986,8340000,8359999,,829
90013,2986,8450000,8589999,,829
90014,2986,8600000,8699999,,829
90015,2986,8730000,8739999,,829
90016,2986,8740000,8749999,,829
90017,2986,8750000,8869999,,829
90018,2986,8870000,8879999,,829
90019,2986,8890000,8909999,,829
90020,2986,9120000,9189999,,829
90021,2986,9280000,9299999,,829
90022,2986,9320000,9329999,,829
90023,2986,9380000,9469999,,829
90024,2986,9520000,9530000,,829
90025,2986,9720000,9759999,,829
90026,2986,9770000,9829999,,829
90027,2986,9900000,9999999,,829
90028,2987,0,9,,-1
90029,2988,0,9,,-1
90030,2989,0,9,,-1
90031,2990,0,9,,-1
90032,2991,0,9,,-1
90034,2993,0,9,,-1
90035,2994,0,9,,-1
90036,2995,0,9,,-1
90037,2996,0,9,,-1
90038,2997,0,9,,-1
90039,2998,0,9,,-1
90040,2999,0,9,,-1
90041,3000,0,9,,-1
90042,3001,0,9,,-1
90043,3002,0,9,,-1
90044,3015,87,87,,54
90045,3014,86,86,,54
90046,3021,87,87,,76
90047,3020,86,86,,76
90048,3024,87,87,,84
90049,3023,86,86,,84
90050,3039,87,87,,44
90051,3038,86,86,,44
90052,3042,87,87,,74
90053,3041,86,86,,74
90054,3043,820,820,,1
90055,3043,830,830,,1
90056,3043,860,860,,1
90057,3043,875,876,,1
90058,3044,5,7,,1
90059,3060,87,87,,73
90060,3059,86,86,,73
90061,3004,2,7,,41
90062,3005,81,83,,41
90063,3006,84,87,,41
90064,3007,2,7,,43
90065,3008,81,83,,43
90066,3009,84,87,,43
90067,3010,2,7,,83
90068,3011,81,83,,83
90069,3012,84,87,,83
90070,3013,2,7,,54
90071,3014,81,83,,54
90072,3015,84,85,,54
90073,3016,2,7,,66
90074,3017,81,83,,66
90075,3018,84,87,,66
90076,3019,2,8,,76
90077,3020,81,83,,76
90078,3021,84,85,,76
90079,3022,2,7,,84
90080,3023,81,83,,84
90081,3024,84,85,,84
90082,3025,2,7,,67
90083,3026,81,83,,67
90084,3027,84,87,,67
90085,3028,2,7,,62
90086,3029,81,83,,62
90087,3030,84,87,,62
90088,3031,2,7,,56
90089,3032,81,83,,56
90090,3033,84,87,,56
90091,3034,2,7,,64
90092,3035,81,83,,64
90093,3036,84,87,,64
90094,3037,2,7,,44
90095,3038,81,83,,44
90096,3039,84,85,,44
90097,3040,2,7,,74
90098,3041,81,83,,74
90099,3042,84,85,,74
90100,3043,810,810,,1
90101,3044,2,3,,1
90102,3045,4,4,,1
90103,3046,2,7,,65
90104,3047,81,83,,65
90105,3048,84,87,,65
90106,3049,3,7,,82
90107,3050,81,83,,82
90108,3051,84,87,,82
90109,3052,3,7,,53
90110,3053,81,83,,53
90111,3054,84,87,,53
90112,3055,2,7,,63
90113,3056,81,83,,63
90114,3057,84,87,,63
90115,3058,2,7,,73
90116,3059,81,83,,73
90117,3060,84,85,,73
90118,3061,2,7,,51
90119,3062,81,83,,51
90120,3063,84,87,,51
90121,3064,3,7,,42
90122,3065,81,83,,42
90123,3066,84,87,,42
90124,3067,2,7,,52
90125,3068,81,83,,52
90126,3069,84,87,,52
90127,3070,2,7,,72
90128,3071,81,83,,72
90129,3072,84,87,,72
90130,3073,2,7,,61
90131,3074,81,83,,61
90132,3075,84,87,,61
90133,3076,0,9,,2
90134,3076,0,9,,3
90135,3115,0,9,,4
90136,3115,0,9,,5
90137,3115,0,9,,6
90138,3115,0,9,,7
90139,3115,0,9,,8
90140,3115,0,9,,9
90141,3084,2,9,,800
90142,3085,2,9,,801
90143,3086,2,9,,802
90144,3087,2,9,,804
90145,3088,2,9,,805
90146,3089,2,9,,806
90147,3090,2,9,,808
90148,3091,295,295,,351
90149,3092,291,291,,351
90150,3093,12,12,,672
90151,3094,2,2,,64
90152,3095,7,7,,599
90153,3096,0,9,,721
90154,3097,9,9,,599
90156,3099,318,318,,599
90157,3100,590,590,,590
90158,3101,0,9,,290
90159,3102,0,9,,291
90160,3103,0,9,,683
90161,3104,89164,89164,,61
90162,3105,89162,89162,,61
90163,3106,330,330,,691
90164,3107,424,424,,7
90165,3108,0,9,,690
90166,3109,0,9,,808
90167,3078,170,174,,4
90168,3078,230,233,,4
90169,3078,270,279,,4
90170,3078,330,339,,4
90171,3078,350,359,,4
90172,3078,370,377,,4
90173,3078,430,431,,4
90174,3078,770,773,,4
90175,3078,805,809,,4
90176,3078,820,839,,4
90177,3078,870,879,,4
90178,3078,907,939,,4
90179,3078,970,977,,4
90180,3078,30,39,,5
90181,3078,70,79,,5
90182,3078,110,117,,5
90183,3078,120,139,,5
90184,3078,170,179,,5
90185,3078,230,239,,5
90186,3078,270,272,,5
90187,3078,350,350,,5
90188,3078,370,378,,5
90189,3078,410,419,,5
90190,3078,470,473,,5
90191,3078,570,572,,5
90192,3078,620,639,,5
90193,3078,670,679,,5
90194,3078,770,779,,5
90195,3078,805,839,,5
90196,3078,870,879,,5
90197,3078,895,899,,5
90198,3078,910,927,,5
90199,3078,930,939,,5
90200,3078,990,999,,5
90201,3078,170,179,,6
90202,3078,184,185,,6
90203,3078,230,239,,6
90204,3078,270,279,,6
90205,3078,370,370,,6
90206,3078,410,439,,6
90207,3078,530,538,,6
90208,3078,570,579,,6
90209,3078,630,644,,6
90210,3078,670,679,,6
90211,3078,770,776,,6
90212,3078,830,834,,6
90213,3078,870,879,,6
90214,3078,930,939,,6
90215,3078,970,979,,6
90216,3078,270,274,,7
90217,3078,300,379,,7
90218,3078,420,446,,7
90219,3078,470,479,,7
90220,3078,620,639,,7
90221,3078,830,839,,7
90222,3078,860,860,,7
90223,3078,870,879,,7
90224,3078,930,939,,7
90225,3078,970,979,,7
90226,3078,40,99,,8
90227,3078,230,238,,8
90228,3078,270,279,,8
90229,3078,330,331,,8
90230,3078,370,379,,8
90231,3078,410,449,,8
90232,3078,470,479,,8
90233,3078,600,799,,8
90234,3078,900,999,,8
90235,3078,100,399,,9
90236,3078,700,799,,9
90237,3078,943,943,,9
90238,3078,946,946,,9
90239,3078,949,949,,9
90240,3110,600,659,,4
90241,3110,710,710,,4
90242,3110,10,10,,5
90243,3110,210,210,,5
90244,3110,310,310,,5
90245,3110,510,510,,5
90246,3110,820,820,,6
90247,3110,0,2,,8
90248,3110,100,154,,8
90249,3110,400,429,,9
90250,3110,810,819,,9
90251,3110,822,839,,9
90252,3122,0,9,,-1
90253,3121,0,9,,-1
90256,1548,2000000,2999999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90257,1548,3000000,3069999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90258,1548,3070000,3089999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90259,1548,3090000,3099999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90260,1548,3100000,3739999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90261,1548,3740000,3749999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90262,1548,3750000,3859999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90263,1548,3860000,3889999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90264,1548,3890000,3899999,SOLUCION DE COMUNICACIONES@ PUNTO S A  E S P,1
90265,1548,3900000,3931699,TELMEX TELECOMUNICACIONES S.A. ESP,1
90266,1548,3931700,3939999,TELMEX COLOMBIA S.A.,1
90267,1548,3940000,3940099,KIERO IP TELECOMUNICACIONES SAS,1
90268,1548,3940100,3940899,TELMEX COLOMBIA S.A.,1
90269,1548,3941000,3949999,TELMEX COLOMBIA S.A.,1
90270,1548,3950000,3969999,SYSTEM NETWORKS S A E S P,1
90271,1548,3970000,3979999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90272,1548,3980000,3999999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90273,1548,4000000,4099999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90274,1548,4100000,4319999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90275,1548,4320000,4329999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90276,1548,4330000,4429999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90277,1548,4430000,4439999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90278,1548,4440000,4449999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90279,1548,4450000,4458999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90280,1548,4459000,4459999,TELMEX COLOMBIA S.A.,1
90281,1548,4460000,4559999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90282,1548,4560000,4569999,TELMEX COLOMBIA S.A.,1
90283,1548,4570000,4579999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90284,1548,4580000,4698799,TELMEX TELECOMUNICACIONES S.A. ESP,1
90285,1548,4698800,4698999,(DISPONIBLE),1
90286,1548,4699000,4699499,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90287,1548,4700000,4799999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90288,1548,4800000,4949999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90289,1548,4950000,4953999,GRUPO TELINTEL S A EMPRESA DE SERVICIOS PUBLICOS,1
90290,1548,4955000,4957499,ARIA TEL SAS E S P,1
90291,1548,4960000,4979999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90292,1548,4980000,4999999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90293,1548,5000000,5099999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90294,1548,5100000,5499999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90295,1548,5500000,5509999,AVANTEL S.A.S,1
90296,1548,5510000,5519999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90297,1548,5520000,5599999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90298,1548,5600000,5999999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90299,1548,6000000,6099999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90300,1548,6100000,6589999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90301,1548,6590000,6599999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90302,1548,6600000,6609999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90303,1548,6610000,6619999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90304,1548,6620000,6629999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90305,1548,6630000,6639999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90306,1548,6640000,6939999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90307,1548,6940000,6969999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90308,1548,6970000,6979999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90309,1548,6980000,6999999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90310,1548,7000000,7019999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90311,1548,7020000,7049999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90312,1548,7050000,7079999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90313,1548,7080000,7099999,EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.,1
90314,1548,7100000,7349999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90315,1548,7350000,7359999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90316,1548,7360000,7417999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90317,1548,7418000,7419999,HABLAME COLOMBIA SA ESP,1
90318,1548,7420000,7539999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90319,1548,7540000,7542999,STAR I.P. COMMUNICATIONS,1
90320,1548,7543000,7549999,TELMEX COLOMBIA S.A.,1
90321,1548,7550000,7599999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90322,1548,7600000,7739999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90323,1548,7740000,7749999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90324,1548,7750000,7859999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90325,1548,7860000,7867999,TECHNOLOGY  S A ESP,1
90326,1548,7868000,7868999,SISTEMAS SATELITALES DE COLOMBIA S.A. ESP SOCIEDAD ANONIMA EMPRESA DE SERVICIO,1
90327,1548,7870000,7889999,LINEA VISTA S.A.,1
90328,1548,7890000,7890999,AT NETWORK S A ESP EMPRESA DE SERVICIOS PUBLICOS,1
90329,1548,7891000,7899999,TELMEX COLOMBIA S.A.,1
90330,1548,7900000,7929999,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90331,1548,7930000,7939999,CONVERGIA COLOMBIA S.A. E.S.P.,1
90332,1548,7940000,7946999,SISTEMAS SATELITALES DE COLOMBIA S.A. ESP SOCIEDAD ANONIMA EMPRESA DE SERVICIO,1
90334,1548,7947000,7969999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90335,1548,7970000,7972499,COMVOZ COMUNICACIONES DE COLOMBIA S.A. E.S.P.,1
90336,1548,7972500,7972999,(DISPONIBLE),1
90337,1548,7973000,7979999,TELMEX COLOMBIA S.A.,1
90338,1548,7980000,7999999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90339,1548,8000000,8079999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90340,1548,8100000,8149999,TELMEX TELECOMUNICACIONES S.A. ESP,1
90342,1548,9100000,9138399,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90343,1548,9139800,9145999,(DISPONIBLE),1
90344,1548,9146000,9147999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90345,1548,9149300,9199999,(DISPONIBLE),1
90346,1548,4699500,4699899,TELMEX COLOMBIA S.A.,1
90347,2169,8232800,8232999,(DISPONIBLE),1
90348,2169,8239200,8239499,(DISPONIBLE),1
90349,69,8242500,8242699,TELMEX COLOMBIA S.A.,1
90350,2169,8244500,8244799,(DISPONIBLE),1
90352,74,8282500,8282999,TELMEX COLOMBIA S.A.,1
90353,74,8283200,8283999,TELMEX COLOMBIA S.A.,1
90354,76,8287500,8287699,TELMEX COLOMBIA S.A.,1
90356,45,8371100,8371999,TELMEX COLOMBIA S.A.,1
90358,1623,8381500,8381999,TELMEX COLOMBIA S.A.,1
90359,1623,8385000,8385799,TELMEX COLOMBIA S.A.,1
90360,2169,8387500,8387999,(DISPONIBLE),1
90361,1623,8394000,8394499,TELMEX COLOMBIA S.A.,1
90362,1623,8403500,8403999,TELMEX COLOMBIA S.A.,1
90363,35,8404500,8404699,TELMEX COLOMBIA S.A.,1
90364,1623,8405500,8405999,TELMEX COLOMBIA S.A.,1
90365,1472,8408500,8408699,TELMEX COLOMBIA S.A.,1
90366,1623,8410000,8410499,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90368,1548,8418000,8418999,SISTEMAS SATELITALES DE COLOMBIA S.A. ESP SOCIEDAD ANONIMA EMPRESA DE SERVICIO,1
90369,2169,8419500,8419999,(DISPONIBLE),1
90370,2169,8433600,8433799,(DISPONIBLE),1
90371,2169,8441000,8441499,(DISPONIBLE),1
90372,11,8448200,8448399,TELMEX COLOMBIA S.A.,1
90373,2169,8453200,8453399,(DISPONIBLE),1
90374,120,8455000,8455199,TELMEX COLOMBIA S.A.,1
90375,55,8462400,8462599,TELMEX COLOMBIA S.A.,1
90376,2,8464500,8464699,TELMEX COLOMBIA S.A.,1
90377,2169,8469400,8469499,(DISPONIBLE),1
90378,90,8479000,8479199,TELMEX COLOMBIA S.A.,1
90379,2169,8491300,8491999,(DISPONIBLE),1
90380,56,8496000,8496199,TELMEX COLOMBIA S.A.,1
90381,2169,8508500,8508799,(DISPONIBLE),1
90382,2169,8509500,8509799,(DISPONIBLE),1
90383,2169,8533500,8533999,(DISPONIBLE),1
90384,2169,8534500,8534799,(DISPONIBLE),1
90385,2169,8537500,8537999,(DISPONIBLE),1
90386,2169,8539200,8539499,(DISPONIBLE),1
90387,2169,8566000,8566499,(DISPONIBLE),1
90388,113,8576200,8576999,TELMEX COLOMBIA S.A.,1
90389,105,8584200,8584399,TELMEX COLOMBIA S.A.,1
90390,2169,8592500,8592999,(DISPONIBLE),1
90391,95,8594500,8594699,TELMEX COLOMBIA S.A.,1
90392,2169,8596500,8596999,(DISPONIBLE),1
90393,2169,8598200,8598999,(DISPONIBLE),1
90394,2169,8599500,8599799,(DISPONIBLE),1
90395,2169,8653200,8653999,(DISPONIBLE),1
90396,2169,8657500,8657599,(DISPONIBLE),1
90397,113,8692500,8692999,TELMEX COLOMBIA S.A.,1
90398,113,8698200,8698999,TELMEX COLOMBIA S.A.,1
90399,2169,8706200,8706499,(DISPONIBLE),1
90400,2169,8725500,8725999,(DISPONIBLE),1
90401,39,8743400,8743699,TELMEX COLOMBIA S.A.,1
90402,27,8767600,8767999,TELMEX COLOMBIA S.A.,1
90403,2169,8771200,8771399,(DISPONIBLE),1
90404,2169,8772800,8772999,(DISPONIBLE),1
90405,27,8775500,8775999,TELMEX COLOMBIA S.A.,1
90406,2169,8779200,8779999,(DISPONIBLE),1
90407,27,8787000,8787999,TELMEX COLOMBIA S.A.,1
90408,12,8793200,8793599,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,1
90410,12,8836000,8836999,TELMEX COLOMBIA S.A.,1
90411,127,8838000,8838299,TELMEX COLOMBIA S.A.,1
90412,19,8860000,8860999,TELMEX COLOMBIA S.A.,1
90413,2169,8893200,8893999,(DISPONIBLE),1
90414,2169,8898200,8898699,(DISPONIBLE),1
90415,12,8898700,8899999,TELMEX COLOMBIA S.A.,1
90416,33,8904200,8904999,TELMEX COLOMBIA S.A.,1
90417,76,8926600,8929999,TELMEX COLOMBIA S.A.,1
90418,76,8946000,8947999,TELMEX COLOMBIA S.A.,1
90419,2169,8978700,8978999,(DISPONIBLE),1
90420,2169,8997400,8997999,(DISPONIBLE),1
90421,2169,8999600,8999999,(DISPONIBLE),1
90423,1548,9200000,9219999,TELMEX COLOMBIA S.A.,1
90424,2129,8080000,8087799,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90425,2129,8087800,8089999,(DISPONIBLE),1
90426,2129,8090000,8091999,AT NETWORK S A ESP EMPRESA DE SERVICIOS PUBLICOS,1
90427,2129,8092000,8099999,(DISPONIBLE),1
90428,12,8150000,8154999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90429,2129,8183300,8199999,(DISPONIBLE),1
90430,2,8175500,8175599,(DISPONIBLE),1
90431,2,8469000,8469399,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90432,2,8469500,8469999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90433,3,8175600,8175699,(DISPONIBLE),1
90434,3,8990000,8993999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90435,3,8994000,8994199,TELMEX COLOMBIA S.A.,1
90436,3,8994200,8994999,(DISPONIBLE),1
90437,3,8995000,8995299,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,1
90438,3,8995300,8995999,(DISPONIBLE),1
90439,3,8997000,8997399,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A. E.S.P.,1
90440,76,8998000,8998999,TELMEX COLOMBIA S.A.,1
90441,3,8999000,8999499,TELECOMUNICACIONES Y SISTEMAS S.A.,1
90442,4,8175700,8175799,(DISPONIBLE),1
90443,4,8453000,8453199,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90444,4,8453400,8454999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90445,4,8455500,8455999,TELECOMUNICACIONES Y SISTEMAS S.A.,1
90446,4,8456000,8456999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90447,7,8175800,8175899,(DISPONIBLE),1
90448,7,8686000,8687499,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90449,7,8687500,8687999,(DISPONIBLE),1
90450,7,8778000,8779199,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A. E.S.P.,1
90451,965,8175900,8175999,(DISPONIBLE),1
90452,965,8373000,8373999,(RESERVADO),1
90453,965,8374000,8374199,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90454,8,8176000,8176099,(DISPONIBLE),1
90455,8,8462000,8462399,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90456,9,8176100,8176199,(DISPONIBLE),1
90457,9,8243000,8243999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90458,9,8244000,8244499,(DISPONIBLE),1
90459,9,8244800,8244999,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90460,10,8176200,8176299,(DISPONIBLE),1
90461,10,8689000,8689999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90462,11,8176300,8176399,(DISPONIBLE),1
90463,11,8442000,8443999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90464,11,8448000,8448199,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90465,92,8452000,8452199,TELMEX COLOMBIA S.A.,1
90466,13,8176400,8176499,(DISPONIBLE),1
90467,13,8532000,8532999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90468,125,8547000,8547199,TELMEX COLOMBIA S.A.,1
90469,16,8176500,8176599,(DISPONIBLE),1
90470,16,8554000,8554999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90471,18,8176600,8176699,(DISPONIBLE),1
90472,18,8461000,8461999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90473,24,8176700,8176799,(DISPONIBLE),1
90474,24,8403000,8403499,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90475,24,8486000,8486999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90476,28,8176800,8176899,(DISPONIBLE),1
90477,28,8580000,8580999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90478,28,8584000,8584199,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90479,29,8176900,8176999,(DISPONIBLE),1
90480,29,8474000,8477999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90481,29,8980000,8981999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90482,29,8982000,8983999,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A. E.S.P.,1
90483,29,8984000,8984999,TELECOMUNICACIONES Y SISTEMAS S.A.,1
90484,1629,8177000,8177099,(DISPONIBLE),1
90485,37,8560000,8560999,TELMEX COLOMBIA S.A.,1
90486,35,8177100,8177199,(DISPONIBLE),1
90487,35,8404000,8404499,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90488,35,8483000,8483999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90489,35,8485000,8485999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90490,36,8177200,8177299,(DISPONIBLE),1
90491,36,8490000,8490999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90492,38,8177300,8177399,(DISPONIBLE),1
90493,38,8558000,8558499,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90494,38,8558500,8558999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90495,38,8585000,8585999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90496,38,8586000,8586999,(DISPONIBLE),1
90497,41,8177400,8177499,(DISPONIBLE),1
90498,41,8538000,8538499,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90499,41,8538500,8538999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90500,41,8898000,8898199,(DISPONIBLE),1
90501,42,8177500,8177599,(DISPONIBLE),1
90502,42,8578000,8579999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90503,42,8599000,8599499,SABANTELL ESP,1
90504,42,8599800,8599999,EMPRESA DE TELECOMUNICACIONES KAMBATEL S.A ESP,1
90505,43,8177600,8177699,(DISPONIBLE),1
90506,43,8503000,8503299,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90507,43,8503300,8503999,(DISPONIBLE),1
90508,43,8534000,8534499,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90509,43,8534800,8534999,(DISPONIBLE),1
90510,43,8535000,8535999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90511,44,8177700,8177799,(DISPONIBLE),1
90512,44,8536000,8536999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90514,48,8177800,8177899,(DISPONIBLE),1
90515,48,8669000,8669499,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90516,48,8669500,8669999,EMPRESA TERRITORIAL DE TELECOMUNICACIONES S.A ESP,1
90517,49,8177900,8177999,(DISPONIBLE),1
90518,49,8556000,8556999,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
90519,1470,8178000,8178099,(DISPONIBLE),1
90520,1470,8371000,8371099,COLOMBIA TELECOMUNICACIONES S.A. ESP,1
